vehicle,vehicle_status,segment,segment_dv_m_per_s,segment_duration_yr,propellant,propellant_isp_s,propellant_cost_usd_per_kg,launch_usd_per_kg_to_leo,propellant_mass_per_kg_payload,in_space_prop_usd_per_kg_payload,total_usd_per_kg_payload_to_segment_end,catalog_date,pipeline_version
LVM3 (GSLV Mk III),operational,TLI  →  low lunar orbit (LOI),900.0,0.01,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,5179,0.1845057161786141,6.930214705245506,5185.930214705246,2026-09-23,1.16.0
LVM3 (GSLV Mk III),operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Argon  (Hall / ion),1500.0,10.0,5179,0.15345325095952078,1.5345325095952078,5180.534532509595,2026-09-23,1.16.0
LVM3 (GSLV Mk III),operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,PPT  (PTFE pulsed plasma),1000.0,25.0,5179,0.5822886250400927,14.557215626002318,5193.557215626002,2026-09-23,1.16.0
LVM3 (GSLV Mk III),operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,Direct fusion drive,10000.0,1000000.0,5179,0.03766698532503643,37666.985325036425,42845.985325036425,2026-09-23,1.16.0
PSLV-XL,operational,LEO  →  GTO,2440.0,0.001,HTP  (98% peroxide monoprop),165.0,5.0,5868,3.517433286373323,17.587166431866613,5885.5871664318665,2026-09-23,1.16.0
PSLV-XL,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,5868,0.09611757492989637,961.1757492989636,6829.175749298964,2026-09-23,1.16.0
PSLV-XL,operational,LEO  →  hard NEA,8500.0,2.0,Beamed laser-thermal  (H2),900.0,10.0,5868,1.6197144211130081,16.19714421113008,5884.19714421113,2026-09-23,1.16.0
PSLV-XL,operational,NEA  →  Earth return (propulsive),5500.0,1.5,Krypton  (Hall),2000.0,300.0,5868,0.3236882361071216,97.10647083213648,5965.106470832136,2026-09-23,1.16.0
PSLV-XL,operational,Main belt  →  Earth return,7500.0,4.0,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,5868,0.665054917694839,6.65054917694839,5874.6505491769485,2026-09-23,1.16.0
PSLV-XL,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,MMH / NTO  (hypergolic),336.0,59.528301886792455,5868,1.9818773498533861,117.97779318466856,5985.977793184668,2026-09-23,1.16.0
PSLV-XL,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Hydrazine arcjet,600.0,75.0,5868,0.36619999707036754,27.464999780277566,5895.464999780277,2026-09-23,1.16.0
PSLV-XL,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,5868,0.7924643998094754,0.5622963957883794,5868.5622963957885,2026-09-23,1.16.0
PSLV-XL,operational,LEO  →  trans-Mars injection,3600.0,0.7,UDMH / NTO  (hypergolic),318.0,47.5,5868,2.172105975221663,103.175033823029,5971.175033823029,2026-09-23,1.16.0
PSLV-XL,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Mercury ion  (RETIRED),3000.0,60.0,5868,0.031064214076153895,1.8638528445692337,5869.863852844569,2026-09-23,1.16.0
PSLV-XL,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Antimatter-catalysed,100000.0,6.25e+16,5868,0.0009181658481065558,57385365506659.734,57385365512527.734,2026-09-23,1.16.0
PSLV-XL,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,5868,0.032379293147400956,0.15177793662844197,5868.151777936629,2026-09-23,1.16.0
GSLV Mk II,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,Solar thermal  (LH2),800.0,10.0,7833,0.5036364664760675,5.036364664760676,7838.036364664761,2026-09-23,1.16.0
GSLV Mk II,operational,LEO  →  hard NEA,8500.0,2.0,kerolox  (RP-1 / LOX),340.0,0.896969696969697,7833,11.798020780482084,10.582467124311203,7843.582467124311,2026-09-23,1.16.0
GSLV Mk II,operational,Asteroid station-keeping,200.0,0.5,Iodine  (Hall / gridded),2000.0,60.0,7833,0.010249330359376918,0.6149598215626151,7833.6149598215625,2026-09-23,1.16.0
GSLV Mk II,operational,NEA  →  Earth return (aerocap),1500.0,1.5,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,7833,0.03897989125308987,3.1183913002471897,7836.118391300247,2026-09-23,1.16.0
GSLV Mk II,operational,TLI  →  NRHO insertion,450.0,0.01,Hydrazine  (monoprop),220.0,75.0,7833,0.23192540611159052,17.394405458369288,7850.394405458369,2026-09-23,1.16.0
GSLV Mk II,operational,LEO  →  GTO (perigee burn),2455.0,0.001,Electrospray  (ionic liquid),2500.0,2000.0,7833,0.10532137757048687,210.64275514097375,8043.642755140973,2026-09-23,1.16.0
GSLV Mk II,operational,LEO  →  GEO depot,4291.0,0.01,Mass driver  (regolith reaction mass),306.0,0.1,7833,3.1784291827849245,0.3178429182784925,7833.317842918278,2026-09-23,1.16.0
GSLV Mk II,operational,NRHO  →  low lunar orbit,730.0,0.01,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,7833,0.2619053497213828,13.968285318473749,7846.968285318474,2026-09-23,1.16.0
GSLV Mk II,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Solar sail  (photonic),inf,0.0,7833,0.0,0.0,7833.0,2026-09-23,1.16.0
GSLV Mk II,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Magnetic sail / electric sail,inf,0.0,7833,0.0,0.0,7833.0,2026-09-23,1.16.0
GSLV Mk II,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Cold gas  (GN2),70.0,1.0,7833,2.955710179469539,2.955710179469539,7835.95571017947,2026-09-23,1.16.0
SSLV,operational,LEO  →  GTO,2440.0,0.001,Solar thermal steam  (water),190.0,2.0,7480,2.704433311030121,5.408866622060242,7485.4088666220605,2026-09-23,1.16.0
SSLV,operational,LEO  →  average NEA,6500.0,1.5,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,7480,3.3336322989802945,5.333811678368471,7485.333811678369,2026-09-23,1.16.0
SSLV,operational,LEO  →  main-belt asteroid,10500.0,3.5,Water  (electrothermal / resistojet),190.0,2.0,7480,279.1356103390153,558.2712206780305,8038.271220678031,2026-09-23,1.16.0
SSLV,operational,NEA  →  Earth return (propulsive),5500.0,1.5,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,7480,13.449868579952366,33.624671449880914,7513.624671449881,2026-09-23,1.16.0
SSLV,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Xenon  (Hall / ion),3000.0,10000.0,7480,0.1130123878360414,1130.123878360414,8610.123878360413,2026-09-23,1.16.0
SSLV,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,FEEP  (indium field emission),6000.0,250.0,7480,0.06309341354847708,15.773353387119272,7495.77335338712,2026-09-23,1.16.0
SSLV,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Nuclear pulse  (Orion),10000.0,50000.0,7480,0.018898344973720338,944.9172486860169,8424.917248686017,2026-09-23,1.16.0
SSLV,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,7480,0.47776322999819465,238.88161499909734,7718.881614999097,2026-09-23,1.16.0
SSLV,operational,LEO  →  trans-Mars injection,3600.0,0.7,"Nuclear thermal  (LH2, NTP)",900.0,10.0,7480,0.5036364664760675,5.036364664760676,7485.036364664761,2026-09-23,1.16.0
SSLV,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Momentum-exchange tether,inf,0.0,7480,0.0,0.0,7480.0,2026-09-23,1.16.0
SSLV,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,Solid  (APCP),285.0,15.0,7480,2.6596417460808004,39.894626191212005,7519.894626191212,2026-09-23,1.16.0
SSLV,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,"VASIMR  (argon, variable Isp)",4000.0,10.0,7480,0.0025525427365713504,0.025525427365713504,7480.025525427366,2026-09-23,1.16.0
Nuri (KSLV-II),operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,methalox  (LCH4 / LOX),380.0,0.24347826086956526,11121,2.34530768619034,0.5710314366376481,11121.571031436637,2026-09-23,1.16.0
Nuri (KSLV-II),operational,LEO  →  hard NEA,8500.0,2.0,Water  (gridded ion / ECR),900.0,2.0,11121,1.6197144211130081,3.2394288422260162,11124.239428842226,2026-09-23,1.16.0
Nuri (KSLV-II),operational,Asteroid station-keeping,200.0,0.5,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,11121,0.03834479760029952,1.4402680074258845,11122.440268007425,2026-09-23,1.16.0
Nuri (KSLV-II),operational,Main belt  →  Earth return,7500.0,4.0,Argon  (Hall / ion),1500.0,10.0,11121,0.665054917694839,6.65054917694839,11127.650549176948,2026-09-23,1.16.0
Nuri (KSLV-II),operational,TLI  →  NRHO insertion,450.0,0.01,PPT  (PTFE pulsed plasma),1000.0,25.0,11121,0.04695633859769743,1.1739084649424358,11122.173908464942,2026-09-23,1.16.0
Nuri (KSLV-II),operational,LEO  →  GTO (perigee burn),2455.0,0.001,Direct fusion drive,10000.0,1000000.0,11121,0.025350015697048756,25350.015697048755,36471.01569704876,2026-09-23,1.16.0
Nuri (KSLV-II),operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,HTP  (98% peroxide monoprop),165.0,5.0,11121,1.50828341596858,7.5414170798429,11128.541417079843,2026-09-23,1.16.0
Nuri (KSLV-II),operational,NRHO  →  low lunar orbit,730.0,0.01,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,11121,0.014999232879252977,149.99232879252978,11270.99232879253,2026-09-23,1.16.0
Nuri (KSLV-II),operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Beamed laser-thermal  (H2),900.0,10.0,11121,0.26862518552543113,2.6862518552543113,11123.686251855253,2026-09-23,1.16.0
Nuri (KSLV-II),operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Krypton  (Hall),2000.0,300.0,11121,0.04695633859769743,14.086901579309231,11135.086901579309,2026-09-23,1.16.0
Nuri (KSLV-II),operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,11121,0.06627806461631414,0.6627806461631414,11121.662780646164,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,MMH / NTO  (hypergolic),336.0,59.528301886792455,7688,1.6410017556296896,97.68604790588059,7785.6860479058805,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  average NEA,6500.0,1.5,Hydrazine arcjet,600.0,75.0,7688,2.0182963933613696,151.37222950210273,7839.3722295021025,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  main-belt asteroid,10500.0,3.5,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,7688,60.441451071272624,42.886481842928475,7730.886481842928,2026-09-23,1.16.0
Long March 2C,operational,NEA  →  Earth return (aerocap),1500.0,1.5,UDMH / NTO  (hypergolic),318.0,47.5,7688,0.6176883951719225,29.34019877066632,7717.340198770667,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Mercury ion  (RETIRED),3000.0,60.0,7688,0.1130123878360414,6.780743270162484,7694.780743270163,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,Antimatter-catalysed,100000.0,6.25e+16,7688,0.0036777246604451364,229857791277821.03,229857791285509.03,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  GEO depot,4291.0,0.01,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,7688,2.9250367307368115,13.711109675328803,7701.711109675329,2026-09-23,1.16.0
Long March 2C,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,Solar thermal  (LH2),800.0,10.0,7688,0.12155719681666799,1.21557196816668,7689.215571968167,2026-09-23,1.16.0
Long March 2C,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,kerolox  (RP-1 / LOX),340.0,0.896969696969697,7688,0.8772815001112217,0.7868949213118838,7688.786894921312,2026-09-23,1.16.0
Long March 2C,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Iodine  (Hall / gridded),2000.0,60.0,7688,0.25789054573126236,15.47343274387574,7703.4734327438755,2026-09-23,1.16.0
Long March 2C,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,7688,0.09684433951933658,7.747547161546926,7695.747547161547,2026-09-23,1.16.0
Long March 2D,operational,LEO  →  GTO,2440.0,0.001,Hydrazine  (monoprop),220.0,75.0,8571,2.0986235032377794,157.39676274283346,8728.396762742834,2026-09-23,1.16.0
Long March 2D,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Electrospray  (ionic liquid),2500.0,2000.0,8571,0.20147373807019697,402.947476140394,8973.947476140394,2026-09-23,1.16.0
Long March 2D,operational,LEO  →  hard NEA,8500.0,2.0,Mass driver  (regolith reaction mass),306.0,0.1,8571,15.98864255944789,1.598864255944789,8572.598864255944,2026-09-23,1.16.0
Long March 2D,operational,NEA  →  Earth return (propulsive),5500.0,1.5,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,8571,4.76979897979334,254.38927892231146,8825.389278922312,2026-09-23,1.16.0
Long March 2D,operational,Main belt  →  Earth return,7500.0,4.0,Solar sail  (photonic),inf,0.0,8571,0.0,0.0,8571.0,2026-09-23,1.16.0
Long March 2D,operational,TLI  →  NRHO insertion,450.0,0.01,Magnetic sail / electric sail,inf,0.0,8571,0.0,0.0,8571.0,2026-09-23,1.16.0
Long March 2D,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Cold gas  (GN2),70.0,1.0,8571,13.50611018734425,13.50611018734425,8584.506110187343,2026-09-23,1.16.0
Long March 2D,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Solar thermal steam  (water),190.0,2.0,8571,1.2224246900385758,2.4448493800771516,8573.444849380077,2026-09-23,1.16.0
Long March 2D,operational,LEO  →  trans-Mars injection,3600.0,0.7,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,8571,1.2527762747337077,2.004442039573932,8573.004442039573,2026-09-23,1.16.0
Long March 2D,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Water  (electrothermal / resistojet),190.0,2.0,8571,0.6209679475573551,1.2419358951147101,8572.241935895116,2026-09-23,1.16.0
Long March 2D,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,8571,0.5480889490345904,1.370222372586476,8572.370222372587,2026-09-23,1.16.0
Long March 2D,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,Xenon  (Hall / ion),3000.0,10000.0,8571,0.0034048373782205044,34.04837378220505,8605.048373782205,2026-09-23,1.16.0
Long March 3B/E,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,FEEP  (indium field emission),6000.0,250.0,5148,0.05589089909122169,13.972724772805423,5161.972724772805,2026-09-23,1.16.0
Long March 3B/E,operational,LEO  →  average NEA,6500.0,1.5,Nuclear pulse  (Orion),10000.0,50000.0,5148,0.0685275228485216,3426.3761424260797,8574.37614242608,2026-09-23,1.16.0
Long March 3B/E,operational,Asteroid station-keeping,200.0,0.5,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,5148,0.09066146254009344,45.33073127004672,5193.330731270046,2026-09-23,1.16.0
Long March 3B/E,operational,NEA  →  Earth return (aerocap),1500.0,1.5,"Nuclear thermal  (LH2, NTP)",900.0,10.0,5148,0.18524879029049157,1.8524879029049157,5149.852487902905,2026-09-23,1.16.0
Long March 3B/E,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Momentum-exchange tether,inf,0.0,5148,0.0,0.0,5148.0,2026-09-23,1.16.0
Long March 3B/E,operational,LEO  →  GTO (perigee burn),2455.0,0.001,Solid  (APCP),285.0,15.0,5148,1.4070143578215961,21.105215367323943,5169.105215367324,2026-09-23,1.16.0
Long March 3B/E,operational,LEO  →  GEO depot,4291.0,0.01,"VASIMR  (argon, variable Isp)",4000.0,10.0,5148,0.11559741178423955,1.1559741178423955,5149.155974117843,2026-09-23,1.16.0
Long March 3B/E,operational,NRHO  →  low lunar orbit,730.0,0.01,methalox  (LCH4 / LOX),380.0,0.24347826086956526,5148,0.2163965632119227,0.05268785886898988,5148.052687858869,2026-09-23,1.16.0
Long March 3B/E,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Water  (gridded ion / ECR),900.0,2.0,5148,0.26862518552543113,0.5372503710508623,5148.5372503710505,2026-09-23,1.16.0
Long March 3B/E,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,5148,1.3317705042839014,50.0225994292002,5198.0225994292,2026-09-23,1.16.0
Long March 3B/E,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Argon  (Hall / ion),1500.0,10.0,5148,0.06627806461631414,0.6627806461631414,5148.662780646163,2026-09-23,1.16.0
Long March 4C,operational,LEO  →  GTO,2440.0,0.001,PPT  (PTFE pulsed plasma),1000.0,25.0,9214,0.2824993047618465,7.062482619046162,9221.062482619047,2026-09-23,1.16.0
Long March 4C,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Direct fusion drive,10000.0,1000000.0,9214,0.04695633859769743,46956.33859769743,56170.33859769743,2026-09-23,1.16.0
Long March 4C,operational,LEO  →  main-belt asteroid,10500.0,3.5,HTP  (98% peroxide monoprop),165.0,5.0,9214,656.9330467548147,3284.6652337740734,12498.665233774074,2026-09-23,1.16.0
Long March 4C,operational,NEA  →  Earth return (propulsive),5500.0,1.5,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,9214,0.11870166301235541,1187.016630123554,10401.016630123555,2026-09-23,1.16.0
Long March 4C,operational,Main belt  →  Earth return,7500.0,4.0,Beamed laser-thermal  (H2),900.0,10.0,9214,1.3390936161683666,13.390936161683666,9227.390936161684,2026-09-23,1.16.0
Long March 4C,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,Krypton  (Hall),2000.0,300.0,9214,0.20147373807019697,60.44212142105909,9274.44212142106,2026-09-23,1.16.0
Long March 4C,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,9214,0.13293687374347618,1.3293687374347618,9215.329368737435,2026-09-23,1.16.0
Long March 4C,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,MMH / NTO  (hypergolic),336.0,59.528301886792455,9214,0.31408193212429425,18.696764072682047,9232.696764072682,2026-09-23,1.16.0
Long March 4C,operational,LEO  →  trans-Mars injection,3600.0,0.7,Hydrazine arcjet,600.0,75.0,9214,0.8438019699250852,63.28514774438139,9277.285147744382,2026-09-23,1.16.0
Long March 4C,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,9214,0.4233008113001637,0.30035484317731365,9214.300354843177,2026-09-23,1.16.0
Long March 4C,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,UDMH / NTO  (hypergolic),318.0,47.5,9214,2.1986633364281727,104.4365084803382,9318.436508480338,2026-09-23,1.16.0
Long March 4C,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,Mercury ion  (RETIRED),3000.0,60.0,9214,0.0034048373782205044,0.20429024269323026,9214.204290242693,2026-09-23,1.16.0
Long March 5,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,Antimatter-catalysed,100000.0,6.25e+16,5320,0.0032684215613445478,204276347584034.25,204276347589354.25,2026-09-23,1.16.0
Long March 5,operational,LEO  →  hard NEA,8500.0,2.0,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,5320,14.008567289990244,65.66515917182927,5385.665159171829,2026-09-23,1.16.0
Long March 5,operational,Asteroid station-keeping,200.0,0.5,Solar thermal  (LH2),800.0,10.0,5320,0.0258206283800948,0.258206283800948,5320.258206283801,2026-09-23,1.16.0
Long March 5,operational,Main belt  →  Earth return,7500.0,4.0,kerolox  (RP-1 / LOX),340.0,0.896969696969697,5320,8.48179836491154,7.607916109132776,5327.607916109133,2026-09-23,1.16.0
Long March 5,operational,TLI  →  NRHO insertion,450.0,0.01,Iodine  (Hall / gridded),2000.0,60.0,5320,0.02320884407714985,1.392530644628991,5321.392530644629,2026-09-23,1.16.0
Long March 5,operational,LEO  →  GTO (perigee burn),2455.0,0.001,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,5320,0.06458503269686378,5.166802615749102,5325.1668026157495,2026-09-23,1.16.0
Long March 5,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Hydrazine  (monoprop),220.0,75.0,5320,0.993115447147219,74.48365853604143,5394.483658536042,2026-09-23,1.16.0
Long March 5,operational,NRHO  →  low lunar orbit,730.0,0.01,Electrospray  (ionic liquid),2500.0,2000.0,5320,0.03022344274547195,60.4468854909439,5380.446885490944,2026-09-23,1.16.0
Long March 5,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Mass driver  (regolith reaction mass),306.0,0.1,5320,1.0133605556401775,0.10133605556401776,5320.101336055564,2026-09-23,1.16.0
Long March 5,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,5320,0.3321513408223806,17.71473817719363,5337.714738177194,2026-09-23,1.16.0
Long March 5,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Solar sail  (photonic),inf,0.0,5320,0.0,0.0,5320.0,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  GTO,2440.0,0.001,Magnetic sail / electric sail,inf,0.0,5725,0.0,0.0,5725.0,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  average NEA,6500.0,1.5,Cold gas  (GN2),70.0,1.0,5725,12948.253312819908,12948.253312819908,18673.253312819907,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  main-belt asteroid,10500.0,3.5,Solar thermal steam  (water),190.0,2.0,5725,279.1356103390153,558.2712206780305,6283.271220678031,2026-09-23,1.16.0
Long March 6A,operational,NEA  →  Earth return (aerocap),1500.0,1.5,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,5725,0.4027034329282142,0.6443254926851427,5725.644325492685,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Water  (electrothermal / resistojet),190.0,2.0,5725,4.422636534031801,8.845273068063602,5733.845273068064,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,5725,4.743592792335074,11.858981980837683,5736.858981980838,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  GEO depot,4291.0,0.01,Xenon  (Hall / ion),3000.0,10000.0,5725,0.15702656593292663,1570.2656593292663,7295.265659329267,2026-09-23,1.16.0
Long March 6A,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,FEEP  (indium field emission),6000.0,250.0,5725,0.015413321793718682,3.8533304484296704,5728.85333044843,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  trans-Mars injection,3600.0,0.7,Nuclear pulse  (Orion),10000.0,50000.0,5725,0.03739190907097267,1869.5954535486337,7594.5954535486335,2026-09-23,1.16.0
Long March 6A,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,5725,6.0473246843309525,3023.6623421654763,8748.662342165477,2026-09-23,1.16.0
Long March 6A,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,"Nuclear thermal  (LH2, NTP)",900.0,10.0,5725,0.5080724799056582,5.080724799056582,5730.080724799057,2026-09-23,1.16.0
Long March 6A,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,Momentum-exchange tether,inf,0.0,5725,0.0,0.0,5725.0,2026-09-23,1.16.0
Long March 7,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Solid  (APCP),285.0,15.0,4385,4.003202618156942,60.048039272354124,4445.048039272354,2026-09-23,1.16.0
Long March 7,operational,LEO  →  hard NEA,8500.0,2.0,"VASIMR  (argon, variable Isp)",4000.0,10.0,4385,0.24195865667730865,2.4195865667730865,4387.419586566773,2026-09-23,1.16.0
Long March 7,operational,NEA  →  Earth return (propulsive),5500.0,1.5,methalox  (LCH4 / LOX),380.0,0.24347826086956526,4385,3.3749935481487494,0.8217375595492609,4385.82173755955,2026-09-23,1.16.0
Long March 7,operational,Main belt  →  Earth return,7500.0,4.0,Water  (gridded ion / ECR),900.0,2.0,4385,1.3390936161683666,2.6781872323367333,4387.678187232336,2026-09-23,1.16.0
Long March 7,operational,TLI  →  NRHO insertion,450.0,0.01,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,4385,0.08834999709588565,3.318512086040583,4388.318512086041,2026-09-23,1.16.0
Long March 7,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Argon  (Hall / ion),1500.0,10.0,4385,0.13293687374347618,1.3293687374347618,4386.329368737434,2026-09-23,1.16.0
Long March 7,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,PPT  (PTFE pulsed plasma),1000.0,25.0,4385,0.1638503462049068,4.09625865512267,4389.096258655122,2026-09-23,1.16.0
Long March 7,operational,NRHO  →  low lunar orbit,730.0,0.01,Direct fusion drive,10000.0,1000000.0,4385,0.0074717032647879655,7471.703264787966,11856.703264787966,2026-09-23,1.16.0
Long March 7,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,HTP  (98% peroxide monoprop),165.0,5.0,4385,0.7440479919750906,3.720239959875453,4388.7202399598755,2026-09-23,1.16.0
Long March 7,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,4385,0.018524378240880823,185.24378240880824,4570.243782408808,2026-09-23,1.16.0
Long March 7,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Beamed laser-thermal  (H2),900.0,10.0,4385,0.11288628867123851,1.128862886712385,4386.128862886712,2026-09-23,1.16.0
Long March 8A,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,Krypton  (Hall),2000.0,300.0,5290,0.17721866665439712,53.16559999631914,5343.1655999963195,2026-09-23,1.16.0
Long March 8A,operational,LEO  →  average NEA,6500.0,1.5,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,5290,0.5556244267274801,5.556244267274801,5295.556244267274,2026-09-23,1.16.0
Long March 8A,operational,Asteroid station-keeping,200.0,0.5,MMH / NTO  (hypergolic),336.0,59.528301886792455,5290,0.06257732286495732,3.7251217667724594,5293.725121766773,2026-09-23,1.16.0
Long March 8A,operational,NEA  →  Earth return (aerocap),1500.0,1.5,Hydrazine arcjet,600.0,75.0,5290,0.2903700700554237,21.777755254156776,5311.777755254157,2026-09-23,1.16.0
Long March 8A,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,5290,2.4398415589406737,1.731199679401217,5291.7311996794015,2026-09-23,1.16.0
Long March 8A,operational,LEO  →  GTO (perigee burn),2455.0,0.001,UDMH / NTO  (hypergolic),318.0,47.5,5290,1.1973096881739393,56.872210188262116,5346.872210188262,2026-09-23,1.16.0
Long March 8A,operational,LEO  →  GEO depot,4291.0,0.01,Mercury ion  (RETIRED),3000.0,60.0,5290,0.15702656593292663,9.421593955975599,5299.421593955975,2026-09-23,1.16.0
